REG.CGE;NÚMERO;ÓRGÃO;CONVENENTE;CELEBRAÇÃO;PUBLICAÇÃO;OBJETO;VIGÊNCIA;VALOR TOTAL
04-91149-1;0798/2004;PCOOPERAR - 28.101 - PROJETO COOPERAR DO ESTADO DA PARAIBA;ASSOC. COMUNITÁRIA RURAL DE JARDIM PARANÁ DO DISTRITO DE GALANTE / CAMPINA GRANDE;;28/7/2004;SUBPROJETO DE REDE DE ELETRIFICAÇÃO RURAL NA COMUNIDADE DE JARDIM PARANÁ - DISTRITO DE GALANTE;8/1/2005;115.453,62
04-91138-5;026/2004-T.R;SEDH - 27.0001 - SECRETARIA DE ESTADO DO DESENVOLVIMENTO HUMANO;PREFEITURA MUNICIPAL DE CAMPINA GRANDE;;3/7/2004;EXECUÇÃO DO REPASSE DE RECURSOS FINANCEIROS À PREFEITURA,VISANDO A REVISÃO SOCIAL DOS BENEFÍCIOS DE PRESTAÇÃO CONTINUADA.;31/12/2005;17.880,0
04-91111-3;0259/2004;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR MARIA AUGUSTA LUCENA BRITO / CAMPINA GRANDE;;1/7/2004;ESTABELECER UM REGIME DE MÚTUA COOPERAÇÃO COM VISTAS A CUSTEAR O TRANSPORTE DE ALUNOS DA REDE ESTADUAL,RESIDENTES EM ÁREAS RURAIS OU URBANAS.;30/1/2005;66.000,0
04-91110-5;0257/2004;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR RUBENS DUTRA SEGUNDO /CAMPINA GRANDE;;1/7/2004;ESTABELECER UM REGIME DE MÚTUA COOPERAÇÃO COM VISTAS A CUSTEAR O TRANSPORTE DE ALUNOS DA REDE ESTADUAL,RESIDENTES EM ÁREAS RURAIS OU URBANAS.;30/3/2005;70.000,0
04-91050-8;0796/2004;PCOOPERAR - 28.101 - PROJETO COOPERAR DO ESTADO DA PARAIBA;ASSOC. MORADORES DOS AMIGOS DE LAGOA DE DENTRO / CAMPINA GRANDE;;30/6/2004;SUBPROJETO DE CONSTRUÇÃO DE GALPÃO NA COMUNIDADE LAGOA DE DENTRO;21/12/2004;65.278,9
04-91049-4;0795/2004;PCOOPERAR - 28.101 - PROJETO COOPERAR DO ESTADO DA PARAIBA;ASSOC. BENEFICENTE DO SÍTIO SANTO IZIDRO / CAMPINA GRANDE;;30/6/2004;SUBPROJETO DE PRIVADA HIGIÊNICA COM FOSSA SÉPTICA NA COMUNIDADE SÍTIO SANTO IZIDRO;21/12/2004;67.662,55
04-91031-1;0791/2004;PCOOPERAR - 28.101 - PROJETO COOPERAR DO ESTADO DA PARAIBA;ASSOC. MORADORES DE SÃO JANUÁRIO / CAMPINA GRANDE;;29/6/2004;SUBPROJETO DE PRIVADA HIGIÊNICA COM FOSSA SÉPTICA NA COMUNIDADE DE SÃO JANUÁRIO;6/6/2005;54.861,60
04-90863-5;0008/2004;PBTUR 21.0201 - EMPRESA PARAIBANA DE TURISMO S/A;PREFEITURA MUNICIPAL DE CAMPINA GRANDE;;6/8/2004;PROMOVER O MAIOR SÃO JOÃO DO MUNDO,NA CIDADE DE CAMPINA GRANDE/PB.;10/8/2004;199.000,0
04-90854-6;0243/2004;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR ESTADUAL DE ENSINO FUNDAMENTAL MARIA EMILIA DE OLIVEIRA/CAMPINA GRANDE;;6/8/2004;ADEQUAÇÃO FÍSICA DE PRÉDIOS ESCOLARES - PAPE;27/11/2004;27.302,91
04-90853-8;0234/2004;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR ESTADUAL CLEMENTINO PROCÓPIO/CAMPINA GRANDE;;6/8/2004;ADEQUAÇÃO FÍSICA DE PRÉDIOS ESCOLARES - PAPE;27/11/2004;17.160,18
04-90852-0;0233/2004;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA ESCOLA JOSÉ PINHEIRO/CAMPINA GRANDE;;6/8/2004;ADEQUAÇÃO FÍSICA DE PRÉDIOS ESCOLARES - PAPE;27/12/2004;13.940,16
04-90851-1;0236/2004;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR POETA CARLOS DRUMONT DE ANDRADE/CAMPINA GRANDE;;6/8/2004;ADEQUAÇÃO FÍSICA DE PRÉDIOS ESCOLARES - PAPE;27/11/2004;17.159,7
04-90850-3;0235/2004;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR AUGUSTO DOS ANJOS/CAMPINA GRANDE;;6/8/2004;ADEQUAÇÃO FÍSICA DE PRÉDIOS ESCOLARES - PAPE;27/11/2004;8.422,83
04-90849-0;0237/2004;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA EEEFM NOSSA SENHORA APARECIDA/CAMPINA GRANDE;;6/8/2004;ADEQUAÇÃO FÍSICA DE PRÉDIOS ESCOLARES - PAPE;27/11/2004;23.928,77
04-90848-1;0238/2004;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR NINA ALVES DE LIMA/CAMPINA GRANDE;;6/8/2004;ADEQUAÇÃO FÍSICA DE PRÉDIOS ESCOLARES - PAPE;27/11/2004;26.309,32
04-90847-3;0239/2004;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DE APLICAÇÃO/CAMPINA GRANDE;;6/8/2004;ADEQUAÇÃO FÍSICA DE PRÉDIOS ESCOLARES - PAPE;27/11/2004;22.857,94
04-90846-5;0240/2004;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR IRMÃ J. SAMPAIO/CAMPINA GRANDE;;6/8/2004;ADEQUAÇÃO FÍSICA DE PRÉDIOS ESCOLARES - PAPE;27/11/2004;44.624,27
04-90845-7;0241/2004;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR ALCEU DO AMOROSO LIMA/CAMPINA GRANDE;;6/8/2004;ADEQUAÇÃO FÍSICA DE PRÉDIOS ESCOLARES - PAPE;27/11/2004;15.535,63
04-90843-1;0244/2004;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR AROLDO CRUZ FILHO/CAMPINA GRANDE;;6/8/2004;ADEQUAÇÃO FÍSICA DE PRÉDIOS ESCOLARES - PAPE;27/11/2004;3.333,10
04-90834-1;0242/2004;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR SOLON DE LUCENA/CAMPINA GRANDE;;6/8/2004;ADEQUAÇÃO FÍSICA DE PRÉDIOS ESCOLARES - PAPE;24/11/2004;32.030,11
04-90764-7;0191/2004;PCOOPERAR - 28.101 - PROJETO COOPERAR DO ESTADO DA PARAIBA;ASSOC. COMUNITÁRIA DE SERRA DE JOAQUIM VIEIRA I - CAMPINA GRANDE;;;SUBPROJETO DE SISTEMA DE ABASTECIMENTO D'ÁGUA NA COMUNIDADE SITIO SERRA DE JOAQUIM VIEIRA.;5/11/2004;32.367,49
04-90763-9;0183/2004;PCOOPERAR - 28.101 - PROJETO COOPERAR DO ESTADO DA PARAIBA;ASSOC. DE DESENVOLVIMENTO RURAL JOÃO VIDAL DE NEGREIROS - CAMPINA GRANDE;;;SUBPROJETO DE SISTEMA DE ABASTECIMENTO D'ÁGUA NA COMUNIDADE SITIO CAJAZEIRAS.;5/5/2005;38.147,64
04-90761-2;0002/2004;SEJEL - 07.0001 - SECRETARIA DE ESTADO DA JUVENTUDE,ESPORTE E LAZER;CENTRO DESENV.ATIV.FÍSICA SAÚDE/CIDADANIA/CAMPINA GRANDE;;;IMPLANTAR,"DESENVOLVER E EXECUTAR O PROJETO ""MEXE PARAÍBA"".;31/12/2004;421.520,0
04-90677-2;0005/2004;CINEP - 21.0101 - CIA DE DESENVOLVIMENTO DA PARAÍBA;SERVIÇO NACIONAL DA INDUSTRIA - SENAI / CAMPINA GRANDE/PB.;;24/4/2004;REALIZAÇÃO DA ADEQUAÇÃO DE ESPAÇO FÍSICO ONDE SERÁ IMPLANTADO O NÚCLEO DE INOVAÇÃO E DESING PARA A INDUSTRIA DE MOBILIÁRIO DA CIDADE DE CAMPINA GRANDE;19/10/2004;50.000,0
04-90275-1;0004/2004;CINEP - 21.0101 - CIA DE DESENVOLVIMENTO DA PARAÍBA;PREFEITURA MUNICIPAL DE CAMPINA GRANDE;;20/4/2004;REALIZAÇÃO DO PROJETO DE TERRAPLANAGEM,PAVIMENTAÇÃO E DRENAGEM QUE DA ACESSO AO DISTRITO INDUSTRIAL DA CAATINGUEIRA;13/9/2004;1.667.376,44
04-90270-0;0094/2004;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;PREFEITURA MUNICIPAL DE CAMPINA GRANDE;;20/4/2004;CUSTEAR TRANSPORTE DE ALUNOS DA REDE ESTADUAL,RESIDENTE EM ÁREA RURAIS OU URBANA.;31/12/2004;298.896,0
04-90264-5;0005/2004;PBTUR 21.0201 - EMPRESA PARAIBANA DE TURISMO S/A;PREFEITURA MUNICIPAL DE CAMPINA GRANDE;;27/3/2003;PROMOVER A MICARANDE 2004,CARNAVAL FORA DE ÉPOCA DE CAMPINA GRANDE/PB.;14/6/2004;148.500,0
04-90104-5;0160/2004;PCOOPERAR - 28.101 - PROJETO COOPERAR DO ESTADO DA PARAIBA;ASSOC. PRODUTORES RURAIS DE SANTANA/CAMPINA GRANDE;;13/4/2004;SUBPROJETO DE BOVINOCULTURA NA COMUNIDADE DO SÍTIO MASSAPÊ DE GALANTE.;23/9/2004;41.176,47
04-90103-7;0132/2004;PCOOPERAR - 28.101 - PROJETO COOPERAR DO ESTADO DA PARAIBA;ASSOC. DOS MORADORES DO SÍTIO LUCAS/CAMPINA GRANDE;;;SUBPROJETO DE PRIVADA  HIGIÊNICA COM FOSSA SÉPTICA NA COMUNIDADE SÍTIO FAZENDA VELHA;23/9/2004;64.005,20
04-90102-9;0173/2004;PCOOPERAR - 28.101 - PROJETO COOPERAR DO ESTADO DA PARAIBA;ASSOCIACÃO AGRICULTORES DA FAZENDA VELHA/CAMPINA GRANDE;;13/4/2004;SUBPROJETO DE PRIVADA  HIGIÊNICA COM FOSSA SÉPTICA NA COMUNIDADE SÍTIO FAZENDA VELHA;23/9/2004;64.005,20
04-90101-1;0185/2004;PCOOPERAR - 28.101 - PROJETO COOPERAR DO ESTADO DA PARAIBA;CLUBE DE MÃES NAIR PEREIRA LIMA/CAMPINA GRANDE;;13/4/2004;SUBPROJETO DE SISTEMA DE ABASTECIMENTO DÁGUA-COMPL;19/3/2005;223.668,53
04-90100-2;0184/2004;PCOOPERAR - 28.101 - PROJETO COOPERAR DO ESTADO DA PARAIBA;ASSOC. PRODUTORES DO SÍTIO ARAGÃO/CAMPINA GRANDE;;13/4/2004;SUBPROJETO DE SISTEMA DE ABASTECIMENTO DÁGUA-COMPL;20/3/2005;21.409,99
04-90099-5;0162/2004;PCOOPERAR - 28.101 - PROJETO COOPERAR DO ESTADO DA PARAIBA;ASSOC. COMUNITÁRIA RURAL MASSAPÊ/CAMPINA GRANDE;;13/4/2004;SUBPROJETO DE BOVINOCULTURA NA COMUNIDADE DO SÍTIO MASSAPÊ DE GALANTE.;23/9/2004;65.882,35
04-90097-9;0186/2004;PCOOPERAR - 28.101 - PROJETO COOPERAR DO ESTADO DA PARAIBA;ASSOC. COMUNITÁRIA SÍTIO SALGADINHO/CAMPINA GRANDE;;13/4/2004;ADEQUAÇÃO DO SISTEMA DE ABASTECIMENTO DÁGUA NA COMUNIDADE DE SALGADINHO;23/9/2004;15.656,93
04-90096-1;0187/2004;PCOOPERAR - 28.101 - PROJETO COOPERAR DO ESTADO DA PARAIBA;ASSOC. MORADORES SÍTIO GASPAR/CAMPINA GRANDE;;13/4/2004;SUBPROJETO DE SISTEMA DE ABASTECIMENTO DÁGUA-COMPL;23/9/2004;54.128,45
04-90095-2;0189/2004;PCOOPERAR - 28.101 - PROJETO COOPERAR DO ESTADO DA PARAIBA;ASSOC. COMUNITÁRIA SÍTIO MONTE ALEGRE/CAMPINA GRANDE;;13/4/2004;SUBPROJETO DE SISTEMA DE ABASTECIMENTO DÁGUA-COMPL;23/9/2000;39.997,99
04-90094-4;0098/2004;PCOOPERAR - 28.101 - PROJETO COOPERAR DO ESTADO DA PARAIBA;ASSOC. PRODUTORES DE CATOLÉ/CAMPINA GRANDE;;6/4/2004;SUBPROJETO DE CISTERNAS NA COMUNIDADE DISTRITO DE CATOLÉ;23/9/2004;52.014,82
04-90048-1;0001/2004;CBM - 23.0001 - CORPO DE BOMBEIROS MILITAR DA PARAÍBA;CÂMERA DIRIGENTES LOJISTAS - CDL / CAMPINA GRANDE;;25/3/2004;CAMPANHA DE FOMENTO DO MERCADO BAREJISTA E DE SERVIÇOS DA CIDADE DE CAMPINA GRANDE (LIQUIDA CAMPINA).;22/5/2004;120.000,0
04-90025-1;0002/2004;JUCEP - 21.0501 - JUNTA COMERCIAL DO ESTADO DA PARAÍBA;CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO - CESED / JOÃO PESSOA;;11/3/2004;REALIZAÇÃO DE ESTÁGIOS DE ESTUDANTES DO CESED.;3/2/2009;6.060,0
04-90020-1;0001/2004;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;ESCOLA TÉCNICA REDENTORISTA-ETER/CAMPINA GRANDE;;1/7/2004;QUALIFICAÇÃO E CAPACITAÇÃO DE MÃO DE OBRA ESPECIALIZADA PARA OS CURSOS TÉCNICOS EM ELETRONICA,TELECOMUNICAÇÕES E INFORMATICAS,EM CAMPINA GRANDE/PB.;11/2/2007;2.340.000,0
04-90019-7;0001/2004;SEIRHMACT - 31.101 - SECRETARIA DE ESTADO DA INFRAESTRUTURA,DOS REC. HÍDRICOS,DO MEIO-AMB. E DA CIÊNCIA E TECNOLOGIA;FUNDAÇÃO DE APOIO À PESQUISA DO ESTADO DA PARAÍBA ;;21/2/2004;PRESTAÇÃO DE SERVIÇOS DE CONSULTORIA.;31/12/2004;18.255,60
03-90878-0;0001/2003;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;PREFEITURA MUNICIPAL DE CAMPINA GRANDE;;;MELHORIA NA REDE FÍSICA DE ESTABELECIMENTOS PÚBLICOS MUNICIPAIS DE ENSINO VINCULADOS À EDUCAÇÃO BÁSICA.;31/12/2003;3.000.000,0
03-90848-8;0032/2003;CINEP - 21.0101 - CIA DE DESENVOLVIMENTO DA PARAÍBA;COOP. PROD.TÊXTIL-COOPNATURAL/CAMPINA GRANDE;;27/1/2004;COOPERAÇÃO FINANCEIRA A FIM DE POSSIBILITAR A DIVUGAÇÃO DOS ARTIGOS ELABORADOS COM ALGODÃO COLORIDO.;29/2/2004;45.000,0
03-90840-2;0031/2003;CINEP - 21.0101 - CIA DE DESENVOLVIMENTO DA PARAÍBA;AGÊNCIA MUNICIPAL DE DESENVOLVIMENTO / AMDE;;;APOIO DE AÇÕES TÉCNICAS DIRECIONADAS A RECUPERAÇÃO DAS INSTALAÇÕES FÍSICA DA COOPERATIVA DE PRODUÇÃO DE SUPLEMENTOS NATURAIS DE CAMPINA GRANDE - COOPERNUT;1/3/2004;15.646,0
03-90839-9;0020/2003;CINEP - 21.0101 - CIA DE DESENVOLVIMENTO DA PARAÍBA;PROG. CONCIENT. ARQUEOLÓGICO/PROCA;;;REALIZAÇÃO DO PROJETO DE IDENTIFICAÇÃO E LEVANTAMENTO DO SÍTIO ARQUEOLÓGICO ARAÇOAJIPE.;12/2/2004;1.500,0
03-90826-7;0029/2003;CINEP - 21.0101 - CIA DE DESENVOLVIMENTO DA PARAÍBA;CENTRO DESENV.ATIV.FÍSICA SAÚDE/CIDADANIA/CAMPINA GRANDE;;18/12/2003;REALIZAÇÃO DA IX CORRIDA TELES ALBUQUERQUE,NA CIDADE DE CAMPINA GRANDE/PB.;16/1/2004;2.000,0
03-90821-6;0316/2003;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;PREFEITURA MUNICIPAL DE CAMPINA GRANDE;;16/12/2003;ANIVERSARIO DO TEATRO SEVERINO CABRAL EM CAMPINA GRANDE/PB.;31/12/2003;16.550,0
03-90481-4;0015/2003;CINEP - 21.0101 - CIA DE DESENVOLVIMENTO DA PARAÍBA;CIA DE DESENVOLVIMENTO DE RECURSOS MINERAIS DA PARAÍBA;;5/11/2003;AQUISIÇÃO DE EQUIPAMENTOS COMPLEMENTARES E AQUISIÇÃO DE MATERIAL DE USO COLETIVO E PESSOAL,NECESSARIOS Á COMPOSIÇÃO DE 200 (DUZENTOS) KITS,PARA SEREM DISTRIBUIDOS COM OS PEQUENOS MINERADORES DO SERIDÓ ORIENTAL E OCIDENTAL.;29/1/2004;29.700,0
03-90453-9;0281/2003;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;ASSOC. REPENTISTAS E POETAS NORDESTINO/CAMPINA GRANDE;;14/10/2003;REALIZAÇÃO DO XXXVII CONGRESSO NACIONAL DE VIOLEIROS,A 1ª. FEIRA NACIONAL DE CORDEL,A INSTALAÇÃO DA ACADEMIA BRASILEIRA DE LITERATURA DE CORDEL QUE ACONTECERÁ NA CIDADE DE CAMPINA GRANDE-PB NOS DIAS 24,24 E 26/10/2003.;31/12/2003;50.000,0
03-90411-3;0011/2003;SEPLAG - 20.101 - SECRETARIA DE ESTADO DE PLANEJAMENTO,ORÇAMENTO,GESTÃO E FINANÇAS;CÂMARA MUNICIPAL DE CAMPINA GRANDE;;8/10/2003;AQUISIÇÃO DE EQUIPAMENTOS/SERVIÇOS PARA NOVO PRÉDIO DA CÂMERA MUNICIPAL;30/6/2004;150.000,0
03-90385-1;0014/2003;CINEP - 21.0101 - CIA DE DESENVOLVIMENTO DA PARAÍBA;AGÊNCIA MUNICIPAL DE DESENVOLVIMENTO / AMDE;;19/9/2003;ESTABELICIMENTO DE COOPERAÇÃO FINANCEIRA,DESTINADO AO APOIO DE AÇÕES TÉCNICAS DIRECIONADAS AS COOPERATIVAS-CPVA.;3/1/2004;38.200,0
03-90377-0;0222/2003;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;UNIVERSIDADE ESTADUAL DA PARAÍBA;;20/9/2003;COOPERAÇÃO MÚTUA ENTRE OS CONVENENTES,COM VISTAS AO REPASSE DE RECURSOS FINANCEIROS PARA UEPB NA REALIZAÇÃO DE CURSOS DE APERFEIÇOAMENTO.;30/7/2004;54.600,0
03-90376-1;0028/2003;DER - 31.201 - DEPARTAMENTO DE ESTRADAS DE RODAGEM;FUNDAÇÃO PARQUE TECNOLÓGICO DA PARAÍBA / JOÃO PESSOA;;7/10/2003;REALIZAÇÃO DE TRABALHOS DE CARÁTER TÉCNICO-CIENTÍFICO VISANDO O DESENVOLVIMENTO INSTITUCIONAL DO DER/PB.;31/12/2004;72.705,60
03-90360-5;0027/2003;SEAP - 24.0001 - SECRETARIA DE ESTADO DE ADMINISTRAÇÃO PENITENCIÁRIA;UNIVERSIDADE ESTADUAL DA PARAÍBA;;13/9/2003;PRESTAÇÃO DE SERVIÇOS DE MÃO OBRA PRISIONAL PELOS APENADOS.;3/9/2010;332.841,48
03-90359-1;0005/2003;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;REDE NACIONAL PESQUISA AO VIRUS HIV - AIDS / CAMPINA GRANDE;;;MANUTENÇÃO DA REDE NACIONAL DE PESSOAS VIVENDO COM HIV/AIDS- NÚCLEO CAMPINA GRANDE;28/4/2004;14.399,52
03-90352-4;0243/2003;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;PREFEITURA MUNICIPAL DE CAMPINA GRANDE;;30/8/2003; CUSTEAR O XXVIII FESTIVAL  DE INVERNO DE CAMPINA GRANDE.;29/2/2004;300.000,0
03-90351-6;0020/2003;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;FUNDAÇÃO RUBENS DUTRA SEGUNDO / CAMPINA GRANDE;;13/9/2003;EXECUÇÃO DOS SERVIÇOS COMPLEMENTARES DO HOSPITAL MEMORIAL RUBENS DUTRA SEGUNDO.;25/2/2006;350.023,92
03-90350-8;0003/2003;SEAD - 19.0001 - SECRETARIA DO ESTADO DA ADMINISTRACAO;GRUPO DE VOLUNTÁRIOS DE CAMPINA GRANDE / CAMPINA GRANDE;;;A PERMIRTENTE,PERMITE AO PERMISSIONÁRIA,O USO DO VEÍCULO DE SUA PROPRIEDADE,TIPO FIAT UNO FIRE,ANO 2001,04 PORTAS,COM AR CONDICIONADO,COR CINZA PRATA,PLACA  MMU-9076.;30/7/2004;0,0
03-90349-4;0006/2003;SEIRHMACT - 31.101 - SECRETARIA DE ESTADO DA INFRAESTRUTURA,DOS REC. HÍDRICOS,DO MEIO-AMB. E DA CIÊNCIA E TECNOLOGIA;CIA DE DESENVOLVIMENTO DE RECURSOS MINERAIS DA PARAÍBA;;27/8/2003;SERVIÇOS DE PERFURAÇÃO DE 200(DUZENTOS) POÇOS TUBULARES COM VASÃO E TESTE DE INSTALAÇÃO.;31/12/2003;1.689.987,0
03-90344-3;0042003;SEAD - 19.0001 - SECRETARIA DO ESTADO DA ADMINISTRACAO;UNIVERSIDADE ESTADUAL DA PARAÍBA;;27/8/2003;COOPERAÇÃO TÉCNICO-CIENTÍFICA PARA REALIZAÇÃO DO CURSO DE ESPECIALIZAÇÃO EM GESTÃO PÚBLICA.;14/2/2005;160.936,48
03-90341-9;0001/2003;PM/PB - 15.0001 - POLICIA MILITAR DO ESTADO DA PARAIBA;FUNDAÇÃO PARQUE TECNOLÓGICO DA PARAÍBA / JOÃO PESSOA;;22/8/2003;COOPERAÇÃO TÉCNICO-CIETÍFICA NA ÁREA DE INFORMÁTICA.;15/6/2005;185.887,91
03-90312-5;0197/2003;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;ESCOLA PSICO. INFANTIL E JUVINIL PAPEL MARCHE / CAMPINA GRANDE;;20/8/2003;CUSTEAR AS DESPESAS DA MANUTENÇÃO DE ESCOLAS.;31/5/2004;76.600,0
03-90310-9;0191/2003;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;INSTITUTO SÃO VICENTE DE PAULO / CAMPINA GRANDE;;20/8/2003;PRESTAR ASSISTÊNCIA TÉCNICA-PEDAGÓGICA AO INSTITUTO COLOCANDO A DISPOSIÇÃO PROFESSORES PERTENCENTE AO SEU QUADRO.;7/7/2004;0,0
03-90307-9;0001/2003;SUDEMA - 31.205 - SUPERINTENDÊNCIA DA ADMINISTRAÇÃO DO MEIO AMBIENTE;COOP. DE PROJETOS DE ASSISTENCIA TÉCNICA E CAPACITAÇÃO DO NORDESTE LTDA / CAMPINA GRANDE;;; EXECUÇÃO DO PROGRAMA DE INFORMATIZAÇÃO E OTIMIZAÇÃO DO LICENCIAMENTO E FISCALIZAÇÃO AMBIENTAL DO ESTADO.;29/9/2004;175.000,0
03-90302-8;0006/2003;CBM - 23.0001 - CORPO DE BOMBEIROS MILITAR DA PARAÍBA;FUNDAÇÃO DE APOIO À PESQUISA DO ESTADO DA PARAÍBA ;;3/8/2003; SUPORTE TÉCNICO NA ÁREA DE TECNOLOGIA DE INFORMÁTICA(PROGRAMAÇÃO),PARA O PROGRAMA COREIRO - CALÇADISTA.;30/6/2004;2.750,0
03-90282-0;0007/2003;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;PREFEITURA MUNICIPAL DE CAMPINA GRANDE;;;PROGRAMA DE TRANSPOPTE ESCOLAR;31/12/2003;422.040,0
03-90229-3; S/N;PM/PB - 15.0001 - POLICIA MILITAR DO ESTADO DA PARAIBA;SUPERINTEDÊNCIA DE TRÂNSITO E TRASPORTE PÚBLICO/CAMPINA GRANDE;;; DISPONIBILIZAÇÃO DA PM PARA SERVIÇOS DE POLICIAMENTO E FISCALIZAÇÃO DE TRÂNSITO.;2/6/2005;0,0
03-90228-5;0005/2003;SEIRHMACT - 31.101 - SECRETARIA DE ESTADO DA INFRAESTRUTURA,DOS REC. HÍDRICOS,DO MEIO-AMB. E DA CIÊNCIA E TECNOLOGIA;COOP. PROJETO DE ASSISTÊNCIA TÉCNICA CAPACITAÇÃO DO NORDESTE LTDA / CAMPINA GRANDE;;1/8/2003; COOPERAÇÃO TÉCNICA PARA LEVANTAMENTO DAS ÁREAS COSTEIRAS PROPÍCIAS A ATIVIDADES DA CARCINICULTURA.;30/6/2004;185.000,0
03-90185-8;0003/2003;SEIRHMACT - 31.101 - SECRETARIA DE ESTADO DA INFRAESTRUTURA,DOS REC. HÍDRICOS,DO MEIO-AMB. E DA CIÊNCIA E TECNOLOGIA;FUNDAÇÃO DE APOIO À PESQUISA DO ESTADO DA PARAÍBA ;;;ATIVIDADES DE MONITORAMENTO HIDROCLIMÁTICO ATRAVÉS DO LABORATORIO DE METEOROLOGIA.;28/2/2006;259.000,0
03-90168-8;0003/2003;SEIRHMACT - 31.101 - SECRETARIA DE ESTADO DA INFRAESTRUTURA,DOS REC. HÍDRICOS,DO MEIO-AMB. E DA CIÊNCIA E TECNOLOGIA;FUNDAÇÃO DE APOIO À PESQUISA DO ESTADO DA PARAÍBA ;;;SERVIÇOS DE MONITORAMENTO HIDROCLIMATICO OPERADOS ATRAVÉS DO LABORATORIO DO METEOROLOGIA RECURSOS HIDRICOS.;31/7/2006;518.000,0
03-90167-0;0002/2003;SEIRHMACT - 31.101 - SECRETARIA DE ESTADO DA INFRAESTRUTURA,DOS REC. HÍDRICOS,DO MEIO-AMB. E DA CIÊNCIA E TECNOLOGIA;FUNDAÇÃO DE APOIO À PESQUISA DO ESTADO DA PARAÍBA ;;27/6/2003;PRESTAÇÃO DE SERVIÇOS DE CONSULTORIA PARA COSOLIDAÇÃO E REGIONALIZAÇÃO DE ELEBORAÇÃO SÓCIO-ECONÔMICO DE REDURSOS HÍDRICOS E MEIO AMBIENTE.;31/7/2005;147.000,0
03-90148-3;0008/2003;SEPLAG - 20.101 - SECRETARIA DE ESTADO DE PLANEJAMENTO,ORÇAMENTO,GESTÃO E FINANÇAS;PREFEITURA MUNICIPAL DE CAMPINA GRANDE;;2/7/2003;ELABORAÇÃO DO PROJETO EXECUTIVO DO PARQUE URBANO DE CAMPINA GRANDE.;30/6/2004;523.327,0
03-90147-5;0027/2003;PBTUR 21.0201 - EMPRESA PARAIBANA DE TURISMO S/A;VISÃO NACIONAL CONSCIÊCIA CRISTÃ/CAMPINA GRANDE;;28/6/2003;REALIZAÇÃO DO POINT GOSPEL NA CIDADE DE CAMPINA GRANDE/PB.;30/6/2003;15.640,0
03-90143-2;0001/2003;CAGEPA - 31.206 - COMPANHIA DE ÁGUA E ESGOTOS DO ESTADO DA PARAÍBA;CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO - CESED / JOÃO PESSOA;;;CONCESSÃO DE ESTÁGIOS CURRICULARES;16/4/2008;0,0
03-90135-1;0001/2003;CBM - 23.0001 - CORPO DE BOMBEIROS MILITAR DA PARAÍBA;CÂMERA DIRIGENTES LOJISTAS - CDL / CAMPINA GRANDE;;;CAMPANHA DO FOMENTO DE MERCADO VAREGISTA E DE SERVIÇOS DA CIDADE DE C. GRANDE.;4/6/2003;120.000,0
